commonName,delays,diameter,infoUrl,totImpulseNs,manufacturer,burnTimeS,propInfo,length,avgThrustN,dataFiles,impulseClass,sparky,caseInfo,propWeightG,certOrg,motorId,availability,maxThrustN,totalWeightG,designation,updatedOn,type,mfgID
K1999,P,98.0,,2540.0,AeroTech,1.34,Warp 9,289.0,1887.37,2,K,False,RMS-98/2560,1225.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001ca,regular,2159.6,2989.0,K1999N,2019-04-17,reload,AeroTech
K300,P,54.0,,2546.0,Cesaroni Technology,8.38,Classic,649.0,304.0,2,K,False,Pro54-6GXL,1265.7,Canadian Association of Rocketry,5f4294d2000231000000037f,regular,561.8,2270.0,2546K300-P,2021-06-13,reload,Cesaroni
K1130,P,54.0,,2550.7,Animal Motor Works,2.27,Blue Baboon,728.0,1127.6,3,K,False,AMW 54-2550,1334.0,Canadian Association of Rocketry,5f4294d2000231000000028b,regular,1548.5,2574.0,2551K1130-P,2019-04-17,reload,AMW
L700,,75.0,,2590.0,Animal Motor Works,3.27,Blue Baboon,368.0,700.0,2,L,False,AMW 75-2500,1193.9,National Association of Rocketry,5f4294d2000231000000017b,OOP,,,BB-75-2500,2019-04-17,reload,AMW
L1000,,54.0,,2592.0,Kosdon by AeroTech,2.6,,728.0,1000.0,2,L,False,54-2550 (K1100),1301.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000187,OOP,1738.0,2325.12,L1000S,2019-04-17,reload,KBA
K1000,,54.0,,2592.7,Kosdon by AeroTech,2.6,,728.0,1000.0,0,K,False,54X728,1301.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000163,OOP,1737.7,,K1000S,2019-04-17,reload,KBA
L1100,,54.0,http://nar.org/SandT/pdf/Animal/L1100.pdf,2600.0,Animal Motor Works,2.3,Red Rhino,728.0,1100.0,2,L,False,AMW 54-2550,1346.0,National Association of Rocketry,5f4294d2000231000000018b,OOP,,,RR-54-2550,2019-04-17,reload,AMW
L200,,75.0,,2639.3,Hypertek,13.1965,,1031.0,200.0,1,L,False,,1613.9,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000169,regular,,3894.91,1685CC098L-L200,2019-04-17,hybrid,Hypertek
K1400,,54.0,,2640.0,Kosdon by AeroTech,1.88,,728.0,1400.0,0,K,False,54 X 727,1248.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000168,OOP,1989.2,,K1400F,2019-04-17,reload,KBA
L1400,,54.0,,2640.0,Kosdon by AeroTech,1.88,,728.0,1400.0,2,L,False,54-2550 (K1400),1248.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000194,OOP,1989.0,,L1400F,2019-04-17,reload,KBA
L1860,23,54.0,,2643.0,Kosdon TRM,1.3,Fast,727.0,2017.6,0,L,False,,1254.8,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000361,OOP,,,L1860F,2019-04-17,reload,Kosdon
L850,12,54.0,,2643.2,Kosdon TRM,2.8,Slow,727.0,950.7,0,L,False,,1265.4,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000360,OOP,,,L850S,2019-04-17,reload,Kosdon
L265,P,54.0,,2644.6,Cesaroni Technology,9.91,Mellow,649.0,266.8,2,L,False,Pro54-6GXL,1603.0,Canadian Association of Rocketry,5f4294d20002310000000418,regular,471.1,2481.0,2645L265-P,2019-04-17,reload,Cesaroni
L585,P,75.0,,2653.4,Cesaroni Technology,4.55,Imax,350.0,583.8,2,L,False,Pro75-2G,1449.8,Canadian Association of Rocketry,5f4294d200023100000002a0,regular,679.8,2784.0,2653L585-P,2019-04-17,reload,Cesaroni
L985,P,54.0,,2664.6,Animal Motor Works,2.7,Tamed Tiger,728.0,986.2,1,L,False,AMW 54-2550,1295.0,Canadian Association of Rocketry,5f4294d20002310000000272,regular,1541.4,2572.0,2665L985-P,2021-06-13,reload,AMW
L695,P,75.0,,2669.0,Gorilla Rocket Motors,3.84,Black Lightning,497.0,699.0,1,L,True,75/3500,1650.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000305,OOP,1064.0,3402.0,L695BL,2019-04-17,reload,Gorilla
L1090,P,54.0,,2671.0,AeroTech,2.45,White Lightning,625.8000000000001,1090.0,2,L,False,RMS-54/2800,1400.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000441,regular,1487.0,2432.0,L1090W,2020-11-25,reload,AeroTech
L1300,,54.0,http://nar.org/SandT/pdf/Animal/L1300.pdf,2675.0,Animal Motor Works,2.0,Blue Baboon,728.0,1300.0,2,L,False,AMW 54-2550,1314.0,National Association of Rocketry,5f4294d20002310000000191,OOP,,,BB-54-2550,2019-04-17,reload,AMW
L666,,75.0,,2700.0,Animal Motor Works,3.97,Skidmark,870.0,666.0,2,L,True,AMW 75-3500,1646.7,National Association of Rocketry,5f4294d2000231000000017a,OOP,,,SK-75-3500,2019-04-17,reload,AMW
L1000,"10,12,14,16,18",54.0,,2714.0,AeroTech,2.7,White Lightning,635.0,1000.0,2,L,False,,1400.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000040b,regular,1261.0,2194.0,HP-L1000W,2019-04-17,SU,AeroTech
L1276,P,54.0,,2729.3,Animal Motor Works,2.077,Red Rhino,728.0,1276.2,2,L,False,AMW 54-2550,1475.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002d4,regular,1496.33,2960.0,2730L1276-P,2019-04-17,reload,AMW
L2300,P,54.0,,2756.0,Kosdon by AeroTech,1.25,Mojave Green,728.0,2435.0,2,L,False,AMW 54-2550,1310.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000244,OOP,2943.0,2630.0,L2300G,2020-01-27,reload,KBA
L730,P,54.0,,2765.0,Cesaroni Technology,3.77,Classic,649.0,733.0,2,L,False,Pro54-6GXL,1351.0,Canadian Association of Rocketry,5f4294d2000231000000017c,regular,1214.85,2247.0,2765L730-P,2021-06-13,reload,Cesaroni
L990,P,54.0,,2771.0,Cesaroni Technology,2.8,Blue Streak,649.0,991.0,2,L,False,Pro54-6GXL,1369.4,Canadian Association of Rocketry,5f4294d20002310000000294,regular,1702.7,2236.0,2771L990-P,2019-04-17,reload,Cesaroni
L640,P,54.0,,2772.2,Cesaroni Technology,4.28,Classic/Dual Thrust,649.0,638.4,2,L,False,Pro54-6GXL,1293.0,Canadian Association of Rocketry,5f4294d200023100000002cd,regular,1590.0,2244.0,2772L640-P,2019-04-17,reload,Cesaroni
L475,,75.0,,2774.4,Hypertek,5.84084210526316,,1031.0,475.0,1,L,False,,1543.3,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000170,regular,,3898.05,1685CC172L-L475,2019-04-17,hybrid,Hypertek
L1030,P,54.0,,2787.9,Cesaroni Technology,2.7,Red Lightning,649.0,1031.0,1,L,False,Pro54-6GXL,1516.0,Canadian Association of Rocketry,5f4294d2000231000000022a,regular,1223.3,2338.0,2788L1030-P,2019-04-17,reload,Cesaroni
L225,,75.0,,2788.7,Hypertek,12.3942222222222,,1031.0,225.0,1,L,False,,1688.4,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000016a,regular,,3948.22,1685CC098LFX-L225FX,2019-04-17,hybrid,Hypertek
L805,P,54.0,,2833.0,Cesaroni Technology,3.52,White,649.0,804.5,2,L,False,Pro54-6GXL,1640.0,Canadian Association of Rocketry,5f4294d200023100000003d5,regular,1634.0,2502.5,2833L805-P,2019-04-17,reload,Cesaroni
L1400,,54.0,,2850.6,Loki Research,2.0,Loki White,736.0,1400.0,2,L,False,54/2800,1400.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000193,regular,2710.5,2540.0,L1400-LW,2019-04-17,reload,Loki
L355,,75.0,,2851.1,Hypertek,8.0312676056338,,1031.0,355.0,1,L,False,,1638.1,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000016e,regular,,3954.05,1685CC125LFX-L355FX,2019-04-17,hybrid,Hypertek
L910,,75.0,,2856.1,Cesaroni Technology,3.15,C-Star,350.0,907.1,2,L,False,Pro75-2G,1270.0,Canadian Association of Rocketry,5f4294d200023100000003db,regular,1086.1,2615.8,2856L910-P,2019-04-17,reload,Cesaroni
L820,P,75.0,,2945.6,Cesaroni Technology,3.59,Skidmark,486.0,819.9,2,L,True,Pro75-3G,1760.0,Canadian Association of Rocketry,5f4294d200023100000003ab,regular,984.8,3420.0,2946L820-P,2019-04-17,reload,Cesaroni
L330,,76.0,,2972.57,Ellis Mountain,7.3,,381.0,330.0,2,L,False,,1489.9,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000016c,OOP,484.56,2670.08,L330,2021-06-13,reload,Ellis
L535,,75.0,,2994.3,Hypertek,5.59682242990654,,1031.0,535.0,1,L,False,,1615.7,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000171,regular,,3948.22,1685CC172LFX-L535FX,2019-04-17,hybrid,Hypertek
L780,,76.0,,3006.0,Loki Research,3.83,Spitfire,498.0,783.3,2,L,True,76/3600,1800.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002ae,regular,995.0,3500.0,L780-SF,2019-04-17,reload,Loki
L350,,75.0,,3042.9,Hypertek,8.694,,1031.0,350.0,1,L,False,,1619.8,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000016d,regular,,3903.42,1685CC125L-L350,2019-04-17,hybrid,Hypertek
L339,P,98.0,,3042.9,AeroTech,8.82,Warp 9,302.0,316.5,3,L,False,RMS-98/2560,1796.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000024d,regular,445.5,3210.0,L339N,2019-04-17,reload,AeroTech
L585,8,76.0,,3093.8,Kosdon TRM,5.1,Dirty Harry,495.0,608.6,0,L,False,,1929.8,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000366,OOP,,,L585DH,2019-04-17,reload,Kosdon
L550,,75.0,,3094.7,Hypertek,5.62672727272727,,1031.0,550.0,1,L,False,,1551.6,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000173,regular,,3898.05,1685CCRGL-L550,2019-04-17,hybrid,Hypertek
L610,,75.0,,3130.9,Hypertek,5.13262295081967,,1031.0,610.0,1,L,False,,1603.3,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000178,regular,,3950.91,1685CCRGLFX-L610FX,2019-04-17,hybrid,Hypertek
L777,,75.0,http://nar.org/SandT/pdf/Animal/L777.pdf,3136.62,Animal Motor Works,4.05,White Wolf,497.0,774.47,3,L,False,AMW 75-3500,1762.3,National Association of Rocketry,5f4294d2000231000000017e,OOP,1000.16,3698.7,WT-75-3500,2019-04-17,reload,AMW
L935,P,54.0,,3146.8,Cesaroni Technology,3.371,Imax,649.0,933.8,2,L,False,Pro54-6GXL,1567.0,Canadian Association of Rocketry,5f4294d200023100000002f6,regular,1585.6,2542.0,3147L935-P,2021-06-13,reload,Cesaroni
L600,,64.0,,3152.0,R.A.T.T. Works,7.1,,1066.0,600.0,1,L,False,h 1858 cc,2200.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000176,regular,2071.7,2200.0,L600,2019-04-17,hybrid,RATT
L600,,75.0,,3161.28,West Coast Hybrids,5.33,,1016.0,598.75,1,L,False,,,Canadian Association of Rocketry,5f4294d20002310000000203,OOP,1646.59,5134.0,3161L600-P,2019-04-17,hybrid,WCH
L480,P,76.0,,3200.0,Loki Research,6.4,Loki Red,498.0,500.0,2,L,False,76/3600,1814.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002ef,regular,567.0,3538.0,L480-LR,2019-04-17,reload,Loki
L789,,75.0,,3251.78,Gorilla Rocket Motors,4.17,Red Twister,497.0,789.0,1,L,False,75/3500,1796.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000027d,OOP,996.28,3378.0,L789RT,2019-04-17,reload,Gorilla
L3200,,75.0,,3300.3,Cesaroni Technology,1.03,Vmax,486.0,3209.4,2,L,False,Pro75-3G,1555.0,Canadian Association of Rocketry,5f4294d200023100000003d8,regular,3723.0,3263.7,3300L3200-P,2019-04-17,reload,Cesaroni
L425,P,75.0,,3372.0,Gorilla Rocket Motors,7.95,White Cloud,497.0,424.0,1,L,False,75/3500,1750.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000306,OOP,756.0,3502.0,L425WC,2019-04-17,reload,Gorilla
L645,,75.0,,3419.8,Cesaroni Technology,5.3,Green3,486.0,644.8,2,L,False,Pro75-3G,2072.0,Canadian Association of Rocketry,5f4294d200023100000003d9,regular,776.6,3751.8,3419L645-P,2019-04-17,reload,Cesaroni
L630,7,76.0,,3429.9,Kosdon TRM,5.33,Slow,495.0,643.6,0,L,False,,1661.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000367,OOP,,,L630S,2019-04-17,reload,Kosdon
L900,,75.0,http://nar.org/SandT/pdf/Animal/L900.pdf,3450.0,Animal Motor Works,3.78,Red Rhino,497.0,900.0,2,L,False,AMW 75-3500,1771.0,National Association of Rocketry,5f4294d20002310000000183,OOP,,,RR-75-3500,2019-04-17,reload,AMW
L1111,,75.0,,3480.0,Animal Motor Works,3.14,Super Tiger,497.0,1111.0,2,L,False,AMW 75-3500,1642.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000018c,OOP,1379.0,,ST-75-3500,2019-04-17,reload,AMW
L1150,P,75.0,,3517.0,AeroTech,3.07,Redline,530.0,1150.0,2,L,False,RMS-75/3840,1902.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000018f,regular,1346.0,3673.6,L1150R,2021-06-13,reload,AeroTech
L1175,30,76.0,,3567.1,Kosdon TRM,2.97,Fast,495.0,1205.1,0,L,False,,1667.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000368,OOP,,,L1175F,2019-04-17,reload,Kosdon
L1150,P,75.0,,3575.0,Gorilla Rocket Motors,3.11,White Cloud,497.0,1149.0,1,L,False,75/3500,1750.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000307,OOP,1757.0,3502.0,L1150WC,2019-04-17,reload,Gorilla
L985,,75.0,,3580.0,Gorilla Rocket Motors,3.6,Green Tornado,498.0,985.0,1,L,False,75/3500,1875.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000027c,OOP,1201.52,3632.0,L985GT,2019-04-17,reload,Gorilla
L930,,76.0,,3587.18,Loki Research,3.79,Loki White,499.0,930.0,2,L,False,76/3600,1905.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000184,regular,1136.67,3538.0,L930-LW,2019-04-17,reload,Loki
L995,P,75.0,,3618.0,Cesaroni Technology,3.63,Red Lightning,486.0,996.5,2,L,False,Pro75-3G,1912.5,Canadian Association of Rocketry,5f4294d200023100000002a2,regular,1404.5,3591.0,3618L995-P,2019-04-17,reload,Cesaroni
L1060,,75.0,http://nar.org/SandT/pdf/Animal/L1060.pdf,3622.62,Animal Motor Works,3.4,Green Gorilla,497.0,1065.48,3,L,False,AMW 75-3500,1918.8,National Association of Rocketry,5f4294d20002310000000188,OOP,1298.25,3938.8,GG-75-3500,2019-04-17,reload,AMW
L850,P,75.0,,3646.2,AeroTech,4.42,White Lightning,531.0,850.0,2,L,False,RMS-75/3840,2094.8,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000181,regular,1866.2,3742.0,L850W,2019-04-17,reload,AeroTech
L1720,,75.0,,3660.0,Cesaroni Technology,2.0,White Thunder,486.0,1771.0,1,L,False,Pro75-3G,1755.0,Canadian Association of Rocketry,5f4294d20002310000000262,regular,1946.0,3341.0,3660L1720-P,2019-04-17,reload,Cesaroni
L1222,,75.0,,3682.0,Contrail Rockets,3.1,,1371.0,1173.0,2,L,True,75x1524 (3200CC),786.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000190,regular,2892.0,4989.0,L1222-SM,2019-04-17,hybrid,Contrail
L851,P,75.0,,3683.2,Cesaroni Technology,4.34,White,486.0,849.1,2,L,False,Pro75-3G,2110.0,Canadian Association of Rocketry,5f4294d200023100000003c1,regular,989.9,3789.0,3683L851-P,2019-04-17,reload,Cesaroni
L1080,,75.0,http://nar.org/SandT/pdf/Animal/L1080.pdf,3700.0,Animal Motor Works,3.37,Blue Baboon,497.0,1080.0,2,L,False,AMW 75-3500,1717.0,National Association of Rocketry,5f4294d20002310000000189,OOP,,,BB-75-3500,2019-04-17,reload,AMW
L1040,P,54.0,,3707.0,Loki Research,3.57,Loki Red,736.0,1036.0,2,L,False,54/2800,1684.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000043d,regular,1422.0,2962.0,L1040LR,2019-04-17,reload,Loki
L1112,P,75.0,,3709.0,Gorilla Rocket Motors,3.29,Blue Typhoon,498.0,1127.0,1,L,False,75/3500,1800.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000437,OOP,1297.0,3628.0,L1112BT,2019-04-17,reload,Gorilla
L1520,P,75.0,,3715.9,AeroTech,2.36,Blue Thunder,517.9,1567.8,2,L,False,RMS-75/3840,1854.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000038e,regular,1765.25,3651.4,L1520T,2019-04-17,reload,AeroTech
L1050,,75.0,,3727.0,Cesaroni Technology,3.56,Blue Streak,486.0,1046.1,2,L,False,Pro75-3G,1774.0,Canadian Association of Rocketry,5f4294d200023100000003de,regular,1208.4,3447.7,3727L1050-P,2019-04-17,reload,Cesaroni
L800,,75.0,,3757.0,Cesaroni Technology,4.67,Classic,486.0,804.0,3,L,False,Pro75-3G,1795.0,Canadian Association of Rocketry,5f4294d2000231000000017f,regular,1286.05,3511.0,3757L800-P,2021-06-13,reload,Cesaroni
L800,,75.0,,3759.0,Contrail Rockets,4.6,,1372.0,813.0,2,L,False,75 54 M BG (3200CC),3200.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000180,regular,1608.0,4726.0,L800-BG,2019-04-17,hybrid,Contrail
L890,,75.0,,3762.0,Cesaroni Technology,4.22,,530.0,890.0,2,L,False,,2580.0,Canadian Association of Rocketry,5f4294d20002310000000182,OOP,1228.25,4345.67,3762L890-P,2021-06-13,reload,Cesaroni
L1040,P,75.0,,3769.0,AeroTech,3.79,Dark Matter,681.0,992.0,2,L,True,RMS-75/5120,2602.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000003ce,regular,1255.0,4717.0,L1040DM,2019-04-17,reload,AeroTech
L1256,,75.0,,3784.98,AeroTech,3.01,Super White Lightning,560.8,1257.07,2,L,False,RMS-75/3840,1964.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000046a,regular,1508.53,3755.7,L1256WS,2019-12-12,reload,AeroTech
L369,,75.0,,3828.7,Contrail Rockets,10.58,,813.0,361.69,2,L,False,75 52 S SP (3200CC),785.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000016f,regular,651.93,4800.0,L369-SP,2019-04-17,hybrid,Contrail
L900,P,75.0,,3868.0,AeroTech,4.4,Dark Matter,665.0,900.0,2,L,True,RMS-75/5120,2472.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000003c8,regular,,4724.0,L900DM,2019-04-17,reload,AeroTech
L1482,,76.0,,3881.95,Loki Research,2.56,Loki Blue,497.0,1511.22,2,L,False,76/3600,1839.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000023b,regular,1812.68,3538.0,L1482-LB,2019-04-17,reload,Loki
L2350,P,152.0,,3886.0,Estes Industries,1.82,,210.0,2129.0,1,L,False,,1680.0,National Association of Rocketry,61ec46faa1cd0a000491cf48,regular,2585.0,5550.0,L2350,2022-01-22,SU,Estes
L875,P,75.0,,3887.0,AeroTech,4.44,Dark Matter,638.0,875.0,2,L,True,DMS,2472.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000457,regular,1355.0,4577.0,L875DM,2019-04-17,SU,AeroTech
L840,P,76.0,,3889.0,Loki Research,4.6,Cocktail,498.0,834.0,2,L,False,76/3600,2074.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000043b,regular,1170.0,3748.0,L840CT,2019-04-17,reload,Loki
L1390,P,75.0,,3949.0,AeroTech,2.63,Mojave Green,530.0,1390.0,2,L,False,RMS-75/3840,1973.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000258,regular,,3879.0,L1390G,2019-04-17,reload,AeroTech
L1355,,75.0,,4025.5,Cesaroni Technology,2.97,Smoky Sam,621.0,1355.7,2,L,False,Pro75-4G,3012.4,Canadian Association of Rocketry,5f4294d200023100000002be,regular,1792.2,4962.0,4025L1355-P,2019-04-17,reload,Cesaroni
L1065,,75.0,,4209.66,Gorilla Rocket Motors,3.95,Black Lightning,787.0,1065.477,1,L,True,75/6000,2693.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000282,OOP,1931.92,5363.0,L1065BL,2019-04-17,reload,Gorilla
L1170,P,75.0,,4232.0,AeroTech,3.7,Black Max,665.0,1141.0,2,L,False,RMS-75/5120,2800.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002e4,regular,1489.0,4990.0,L1170FJ,2019-04-17,reload,AeroTech
L1350,,75.0,,4263.1,Cesaroni Technology,3.16,C-Star,486.0,1349.6,2,L,False,Pro75-3G,1905.0,Canadian Association of Rocketry,5f4294d200023100000003dc,regular,1672.5,3570.7,4263L1350-P,2019-04-17,reload,Cesaroni
L1940,P,75.0,,4329.2,AeroTech,2.23,Propellant X,560.0,1939.3,1,L,False,RMS-75/3840,1825.0,"Tripoli Rocketry Association, Inc.",60ac748b8dc4640004c24d85,regular,2318.5,3855.5,L1940X,2021-05-25,reload,AeroTech
L1250,P,75.0,,4374.0,AeroTech,3.7,Dark Matter,801.0,1254.0,2,L,True,RMS-75/6400,2565.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000003fd,regular,2042.0,5647.0,L1250DM,2020-08-13,reload,AeroTech
L820,15,76.0,,4469.9,Kosdon TRM,5.27,Slow,623.0,845.2,0,L,False,,2222.7,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000036a,OOP,,,L820S,2019-04-17,reload,Kosdon
L1300,P,98.0,,4567.0,AeroTech,3.51307692307692,Redline,443.0,1300.0,2,L,False,RMS-98/5120,2632.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000192,regular,1552.0,4884.0,L1300R,2019-04-17,reload,AeroTech
L1420,P,75.0,,4603.0,AeroTech,3.24,Redline,665.0,1420.0,2,L,False,RMS-75/5120,2560.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000195,regular,1814.0,4562.0,L1420R,2019-04-17,reload,AeroTech
L540,,75.0,,4615.1,Hypertek,8.54648148148148,,1387.0,540.0,2,L,False,,2558.7,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000172,regular,,5656.0,2800CC172L-L540,2019-04-17,hybrid,Hypertek
L400,P,98.0,,4641.58,AeroTech,12.24,White Lightning,443.9,379.15,2,L,False,RMS-98/5120,2696.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000038d,regular,770.24,5170.0,L400W,2019-04-17,reload,AeroTech
L952,P,98.0,,4656.0,AeroTech,6.15,White Lightning,427.0,952.0,2,L,False,RMS-98/5120,2749.7,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000185,regular,1021.5,5012.22,L952W,2019-04-17,reload,AeroTech
L2500,P,98.0,,4668.0,AeroTech,1.86,Super Thunder,443.0,2504.0,2,L,False,RMS-98/5120,2313.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000444,regular,2830.0,4989.0,L2500ST,2019-04-17,reload,AeroTech
L2525,,75.0,,4677.0,Contrail Rockets,1.9,,1524.0,2456.0,3,L,False,75x1524 (3200CC),1306.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000016b,regular,4905.8,5579.0,L2525-GF,2019-04-17,hybrid,Contrail
L1290,,76.0,,4701.1,Animal Motor Works,3.64,Skidmark,785.0,1291.4,2,L,True,ABC 75-6000,2705.0,Canadian Association of Rocketry,5f4294d2000231000000031b,regular,1587.9,5399.0,4701L1290-P,2019-04-17,reload,AMW
L570,,75.0,,4715.5,Hypertek,8.27280701754386,,1387.0,570.0,2,L,False,,2607.9,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000174,regular,,5706.18,2800CC172LFX-L570FX,2019-04-17,hybrid,Hypertek
L1500,11,76.0,,4730.5,Kosdon TRM,3.07,Fast,622.0,1548.0,0,L,False,,2222.7,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000369,OOP,,,L1500F,2019-04-17,reload,Kosdon
L1428,,76.0,,4733.0,Contrail Rockets,3.1,,1753.0,1531.0,1,L,True,,1150.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000020b,regular,3064.0,5738.0,L1428-SF,2019-04-17,hybrid,Contrail
L1400,,75.0,,4744.25,Animal Motor Works,3.41,Skidmark,785.0,1390.87,2,L,True,AMW 75-6000,2829.4,National Association of Rocketry,5f4294d200023100000001d9,OOP,1963.34,5204.0,SK-75-6000,2019-04-17,reload,AMW
L1365,P,75.0,,4780.0,AeroTech,3.5,Metalstorm,665.0,1365.0,2,L,True,RMS-75/5120,2648.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000003fc,regular,1735.0,4908.0,L1365M,2019-04-17,reload,AeroTech
L2050,P,54.0,,4802.0,Loki Research,2.34,Loki White,1113.8,2052.0,2,L,False,54/4000,2388.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000043e,regular,3331.0,4056.0,L2050LW,2019-04-17,reload,Loki
L3150,,98.0,,4807.8,Cesaroni Technology,1.53,Vmax,394.0,3137.4,1,L,False,Pro98-2G,2386.0,Canadian Association of Rocketry,5f4294d2000231000000022c,regular,3670.4,4731.0,4807L3150-P,2021-06-13,reload,Cesaroni
L1090,,75.0,,4815.0,Cesaroni Technology,4.43,,665.0,1090.0,2,L,False,Pro75-4G,3440.0,Canadian Association of Rocketry,5f4294d2000231000000018a,OOP,1702.1,5460.67,4815L1090-P,2021-06-13,reload,Cesaroni
L1410,P,75.0,,4828.3,Cesaroni Technology,3.43,Skidmark,757.0,1409.1,2,L,True,Pro75-5G,2875.0,Canadian Association of Rocketry,5f4294d200023100000002ce,regular,1669.9,5115.0,4828L1410-P,2019-04-17,reload,Cesaroni
L575,,75.0,,4831.4,Hypertek,8.4024347826087,,1387.0,575.0,2,L,False,,2552.8,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000175,regular,,5652.86,2800CCRGL-L575,2019-04-17,hybrid,Hypertek
L610,,98.0,,4842.0,Cesaroni Technology,8.13,Classic,394.0,613.0,2,L,False,Pro98-2G,2415.0,Canadian Association of Rocketry,5f4294d200023100000001fc,regular,930.0,4975.0,4842L610-P,2019-04-17,reload,Cesaroni
L2375,,75.0,,4864.0,Cesaroni Technology,1.9,White Thunder,621.0,2451.0,2,L,False,Pro75-4G,2322.0,Canadian Association of Rocketry,5f4294d20002310000000263,regular,2798.0,4161.0,4864L2375-P,2019-04-17,reload,Cesaroni
L1395,P,75.0,,4895.4,Cesaroni Technology,3.51,Blue Streak,621.0,1395.7,2,L,False,Pro75-4G,2364.9,Canadian Association of Rocketry,5f4294d20002310000000295,regular,1779.9,4323.0,4895L1395-P,2019-04-17,reload,Cesaroni
L395,P,75.0,http://www.pro38.com/products/pro75/motor/MotorData.php?prodid=4937L395-P,4936.8,Cesaroni Technology,12.52,Mellow,757.0,393.7,2,L,False,Pro75-5G,3423.0,Canadian Association of Rocketry,5f4294d2000231000000041e,regular,587.5,5706.0,4937L395-P,2021-12-10,reload,Cesaroni
L1120,,75.0,,4947.0,AeroTech,4.43,White Lightning,665.0,1120.0,2,L,False,RMS-75/5120,2777.8,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000018e,OOP,1794.0,4657.86,L1120W,2019-04-17,reload,AeroTech
