commonName,delays,diameter,infoUrl,totImpulseNs,manufacturer,burnTimeS,propInfo,length,avgThrustN,dataFiles,impulseClass,sparky,caseInfo,propWeightG,certOrg,motorId,availability,maxThrustN,totalWeightG,designation,updatedOn,type,mfgID
I357,"6,8,10,12,14",38.0,,342.0,AeroTech,1.0,Blue Thunder,203.0,357.0,2,I,False,RMS-38/360,174.4,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000d3,regular,432.8,343.0,I357T,2019-04-17,reload,AeroTech
I205,"6,8,10,12,14",29.0,,345.0,AeroTech,1.7,White Lightning,305.0,205.0,2,I,False,,188.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000406,regular,253.0,315.0,HP-I205W,2019-04-17,SU,AeroTech
I150,"20,P",38.0,,346.2,Ellis Mountain,2.75,,229.0,150.0,2,I,False,38X285.7 38X314(D),171.8,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000ac,OOP,155.5,422.0,I150,2019-04-17,reload,Ellis
I204,"4,6,8,10,13",29.0,,347.7,Cesaroni Technology,1.7,Imax,320.0,204.2,2,I,False,Pro29-6G,185.4,Canadian Association of Rocketry,5f4294d2000231000000029e,regular,356.8,349.0,348I204-13A,2019-04-17,reload,Cesaroni
I245,"4,6,8,10",38.0,,351.0,AeroTech,1.4,Mojave Green,202.0,245.0,2,I,False,RMS-38/360,181.3,Unknown,5f4294d200023100000001e4,regular,,365.0,I245G,2019-04-17,reload,AeroTech
I285,,38.0,,353.0,Animal Motor Works,1.49,Green Gorilla,258.0,285.0,2,I,False,AMW 38-390,206.5,National Association of Rocketry,5f4294d200023100000000c8,OOP,,,GG-38-390,2019-04-17,reload,AMW
I221,,38.0,,355.0,Contrail Rockets,1.74,,719.0,203.0,2,I,False,38 28 M PVC (370CC),125.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000bc,regular,433.0,710.0,I221-PVC,2019-04-17,hybrid,Contrail
I195,,38.0,https://nar.org/SandT/pdf/Animal/I195WW.pdf,358.0,Animal Motor Works,1.8,White Wolf,249.0,200.0,2,I,False,AMW 38-390,192.2,National Association of Rocketry,5f4294d200023100000001d1,OOP,238.0,,WW-38-390,2022-07-24,reload,AMW
I220,,38.0,,358.0,Animal Motor Works,1.61,Skidmark,249.0,223.0,2,I,True,AMW 38-390,201.9,National Association of Rocketry,5f4294d200023100000001d2,OOP,312.0,,SK-38-390,2019-04-17,reload,AMW
I80,,29.0,,359.5,R.A.T.T. Works,5.8,,730.0,80.0,1,I,False,H 276 cc,221.8,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000009f,regular,104.4,553.0,I80,2019-04-17,hybrid,RATT
I117,"4,6,8,10",54.0,,361.0,AeroTech,3.1,Black Max,156.0,117.0,2,I,False,RMS-54/426,243.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001eb,regular,,566.0,I117FJ,2019-04-17,reload,AeroTech
I212,"5,7,9,11,14",38.0,,364.0,Cesaroni Technology,1.71,Smoky Sam,244.0,212.67,2,I,False,Pro38-3G,248.1,Canadian Association of Rocketry,5f4294d200023100000000ba,regular,255.16,475.0,364I212-14A,2021-06-13,reload,Cesaroni
I225,"4,6,8,10",38.0,,367.89,AeroTech,1.59,Black Max,240.0,230.5,2,I,False,RMS-38/480,264.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001c8,regular,276.6,486.0,I225FJ,2019-04-17,reload,AeroTech
I69,,29.0,,369.0,Ellis Mountain,5.0,,406.0,69.0,2,I,False,SU 29x406,236.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000009e,OOP,149.0,,I69,2019-04-17,SU,Ellis
I195,"7,9,11,13,16",38.0,,369.2,Cesaroni Technology,2.02,Red Lightning,245.0,196.0,1,I,False,Pro38-3G,204.9,Canadian Association of Rocketry,5f4294d2000231000000025c,regular,241.5,417.0,396I195-16A,2021-06-13,reload,Cesaroni
I566,"6,8,10,12,15",38.0,,370.0,Cesaroni Technology,0.65,Vmax,245.0,566.0,1,I,False,Pro38-3G,183.5,Canadian Association of Rocketry,5f4294d2000231000000025d,regular,640.9,384.2,370I566-15A,2019-04-17,reload,Cesaroni
I170,,38.0,,374.0,Kosdon by AeroTech,2.0,,314.0,170.0,2,I,False,38-390,182.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000b3,OOP,211.0,,I170S,2019-04-17,reload,KBA
I40,P,38.0,,374.9,AeroTech,9.95,Warp 9,203.0,37.73,1,I,False,,197.0,"Tripoli Rocketry Association, Inc.",616e6152763045000425980a,regular,101.66,359.9,I40N-P,2021-10-19,SU,AeroTech
I154,"4,6,8,10",38.0,,378.0,AeroTech,2.99,Blackjack,241.0,154.0,2,I,False,RMS-38/480,252.8,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000ad,regular,170.5,491.904,I154J,2019-04-17,reload,AeroTech
I205,,38.0,,380.9,Cesaroni Technology,1.88,,244.0,205.0,2,I,False,Pro38-3G,206.1,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000b7,OOP,236.0,402.2,I205,2019-04-17,reload,Cesaroni
I224,"6,8,10,12,15",29.0,,381.5,Cesaroni Technology,1.7,Classic,365.0,223.8,2,I,False,Pro29-6GXL,182.5,Canadian Association of Rocketry,5f4294d200023100000002f5,regular,454.4,370.0,381I224-15A,2021-06-13,reload,Cesaroni
I243,"4,6,8,10,13",29.0,,381.7,Cesaroni Technology,1.57,White,365.0,242.7,2,I,False,Pro29-6GXL,212.1,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000039b,regular,445.8,398.6,382I243-13A,2019-04-17,reload,Cesaroni
I280,,38.0,,382.0,Kosdon by AeroTech,1.0,,314.0,280.0,2,I,False,38-390,182.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000c4,OOP,334.0,,I280F,2019-04-17,reload,KBA
I170,"5,7,9,11,14",38.0,,382.0,Cesaroni Technology,2.26,Classic,245.0,169.2,2,I,False,Pro38-3G,187.5,Canadian Association of Rocketry,5f4294d200023100000000b2,regular,260.6,392.0,382I170-14A,2021-06-13,reload,Cesaroni
I49,P,38.0,https://nar.org/SandT/pdf/Aerotech/I49N.pdf,383.0,AeroTech,7.68,Warp 9,184.0,49.4,2,I,False,RMS-38/360,205.0,National Association of Rocketry,5f4294d200023100000002cf,regular,63.7,398.0,I49N,2022-07-23,reload,AeroTech
I271,,38.0,,390.0,Animal Motor Works,1.44,Blue Baboon,258.0,271.0,2,I,False,AMW 38-390,188.7,National Association of Rocketry,5f4294d200023100000000c3,OOP,,,BB-38-390,2019-04-17,reload,AMW
I300,,38.0,,390.7,Kosdon TRM,1.2,Fast,254.0,318.8,0,I,False,,181.2,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000034f,OOP,,,I300F,2019-04-17,reload,Kosdon
I55,"2,4,6,9",38.0,,394.6,Cesaroni Technology,7.51,Mellow,245.0,55.2,1,I,False,Pro38-3G,223.8,Canadian Association of Rocketry,5f4294d20002310000000415,regular,94.5,437.0,395I55-9A,2019-04-17,reload,Cesaroni
I140,"4,5,6,7,8,9,10,11,12,13,14",54.0,,395.6,Cesaroni Technology,1.89,Skidmark,143.0,137.1,2,I,True,Pro54-1G,210.4,Canadian Association of Rocketry,5f4294d2000231000000037b,regular,164.0,564.3,396I140-14A,2019-04-17,reload,Cesaroni
I215,"4,6,8,10",54.0,,399.0,AeroTech,1.85581395348837,Redline,156.0,215.0,2,I,False,RMS-54/426,208.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001e9,regular,,527.0,I215R,2019-04-17,reload,AeroTech
I560,20,29.0,,404.2,Kosdon TRM,0.73,Fast,597.0,550.9,1,I,False,,246.1,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000034e,OOP,,,I560F,2019-04-17,reload,Kosdon
I599,P,54.0,,404.87,AeroTech,0.6,Warp 9,156.0,667.82,2,I,False,RMS-54/426,195.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001ea,regular,763.46,512.0,I599N,2019-04-17,reload,AeroTech
I119,,38.0,,407.0,Sky Ripper Systems,3.0,,711.0,119.0,2,I,False,38/400,264.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000a4,OOP,454.4,967.0,I119,2019-04-17,hybrid,SkyR
I229,"4,6,8,10",54.0,,407.0,AeroTech,1.77729257641921,Blue Thunder,156.0,229.0,2,I,False,RMS-54/426,196.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001e8,regular,,514.0,I229T,2019-04-17,reload,AeroTech
I345,"6,8,10,12,15",38.0,,407.58,Cesaroni Technology,1.18,White Thunder,245.0,345.06,1,I,False,Pro38-3G,185.4,Canadian Association of Rocketry,5f4294d2000231000000021a,regular,402.62,395.0,408I345-15A,2019-04-17,reload,Cesaroni
I316,"5,8,10,13,17",38.0,https://www.lokiresearch.com/images/Documents/38mm%20Spitfire.pdf,408.58,Loki Research,1.5,Spitfire,292.0,316.0,2,I,True,38/480,240.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002ac,regular,,540.0,I316-SF,2021-07-24,reload,Loki
I175,"5,7,9,11,14",38.0,,411.4,Cesaroni Technology,2.36,White,245.0,174.4,2,I,False,Pro38-3G,228.9,Canadian Association of Rocketry,5f4294d200023100000003a0,regular,197.9,437.5,411I175-14A,2019-04-17,reload,Cesaroni
I115,"4,6,8,10",54.0,,412.0,AeroTech,3.58260869565217,White Lightning,156.0,115.0,1,I,False,RMS-54/426,219.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001e7,regular,,545.0,I115W,2019-04-17,reload,AeroTech
I236,"8,10,12,14,17",38.0,,413.0,Cesaroni Technology,1.7529,Blue Streak,243.0,236.31,2,I,False,Pro38-3G,204.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002ea,regular,313.69,400.0,413I236-17A,2019-04-17,reload,Cesaroni
I392,,38.0,,416.12,Gorilla Rocket Motors,1.2,Black Lightning,370.0,392.0,0,I,True,38/640,270.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000422,OOP,508.2,657.0,I392BL,2019-04-17,reload,Gorilla
I170,"4,6,8,10",54.0,,418.54,AeroTech,2.4,Mojave Green,147.1,171.78,1,I,False,RMS-54/426,227.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000038f,regular,207.35,528.0,I170G,2019-04-17,reload,AeroTech
I800,"6,8,10,12,15",38.0,,419.2,Cesaroni Technology,0.52,Vmax,303.0,805.3,1,I,False,Pro38-4G,221.0,Canadian Association of Rocketry,5f4294d2000231000000025e,regular,932.5,457.0,419I800-15A,2019-04-17,reload,Cesaroni
I285,"4,6,8,10",38.0,https://nar.org/SandT/pdf/Aerotech/I285R.pdf,420.0,AeroTech,1.47,Redline,250.0,285.0,2,I,False,RMS-38/480,230.2,National Association of Rocketry,5f4294d200023100000000c7,regular,,492.8,I285R,2022-07-23,reload,AeroTech
I1299,P,38.0,,422.95,AeroTech,0.316,Warp 9,249.0,1335.0,2,I,False,RMS-38/480,192.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001c5,regular,1851.42,422.0,I1299N,2019-04-17,reload,AeroTech
I195,"4,6,8,10",38.0,,426.1,AeroTech,2.1,Blackjack,299.0,195.0,3,I,False,RMS-38/600,301.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000b4,regular,216.3,572.0,I195J,2019-04-17,reload,AeroTech
I300,"4,6,8,10",38.0,http://nar.org/SandT/pdf/Aerotech/I300.pdf,426.51,AeroTech,1.42,Blue Thunder,250.0,300.36,2,I,False,RMS-38/480,221.6,National Association of Rocketry,5f4294d200023100000000cb,regular,474.43,441.0,I300T,2019-04-17,reload,AeroTech
I250,,38.0,,430.0,Contrail Rockets,1.7,,719.0,255.0,1,I,False,,110.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000f9,regular,736.0,724.0,I250-HP,2019-04-17,hybrid,Contrail
I290,,38.0,,430.0,Contrail Rockets,1.5,,922.0,286.6,2,I,False,,,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000ca,regular,635.54,884.5,I290-SP,2019-04-17,hybrid,Contrail
I747,,38.0,,431.0,Contrail Rockets,0.59,,719.0,732.0,2,I,False,,166.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000de,regular,464.0,839.0,I747-HP,2019-04-17,hybrid,Contrail
I400,,38.0,,432.0,Contrail Rockets,1.0,,922.0,398.0,2,I,False,38 36 XF HP (460CC),166.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000d8,regular,1006.0,925.0,I400-HP,2019-04-17,hybrid,Contrail
I170,11,38.0,,433.21,Kosdon TRM,2.59,Dirty Harry,314.0,167.26,0,I,False,,287.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000350,OOP,,,I170DH,2019-04-17,reload,Kosdon
I223,"5,7,9,11,14",38.0,,434.05,Cesaroni Technology,1.946,Skidmark,302.0,223.39,2,I,True,Pro38-4G,266.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000285,regular,259.6,494.0,434I223-14A,2019-04-17,reload,Cesaroni
I211,"6,8,10,12,14",38.0,,441.6,AeroTech,1.72,White Lightning,248.0,211.0,2,I,False,RMS-38/480,251.3,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000b9,regular,399.5,455.0,I211W,2019-04-17,reload,AeroTech
I134,,38.0,,444.9,Ellis Mountain,5.15,,355.0,134.0,2,I,False,SU 38x355,300.5,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000a8,OOP,268.8,581.0,I134,2019-04-17,SU,Ellis
I305,"4,6,8,10",38.0,,452.1,AeroTech,1.44,Black Max,288.0,313.5,2,I,False,RMS-38/600,330.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001c9,regular,418.2,581.0,I305FJ,2019-04-17,reload,AeroTech
I80,,38.0,,460.0,Propulsion Polymers,5.75,,646.0,80.0,1,I,False,,332.4,Canadian Association of Rocketry,5f4294d200023100000000a0,OOP,198.83,842.4,460NS-I80,2021-06-13,hybrid,PP
I160,,38.0,,462.7,Ellis Mountain,3.5,,280.0,160.0,2,I,False,38X336.6 38X365(D),231.9,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000b0,OOP,265.3,516.0,I160,2019-04-17,reload,Ellis
I150,"1,2,3,4,5,6,7,8,9,10,11",54.0,,465.12,Cesaroni Technology,3.1753,Blue Streak,153.0,149.5,2,I,False,Pro54-1G,226.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002d9,regular,179.22,570.0,465I150-11A,2019-04-17,reload,Cesaroni
I205,,54.0,,469.0,Hypertek,2.28780487804878,,546.0,205.0,1,I,False,,298.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000b6,OOP,,,300CC125J-I205,2019-04-17,hybrid,Hypertek
I130,,54.0,,470.6,Hypertek,3.62,,546.0,130.0,1,I,False,,298.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000a5,OOP,,,300CC098J-I130,2019-04-17,hybrid,Hypertek
I445,"6,7,8,9,10,11,12,13,14,15,16",54.0,,474.9,Cesaroni Technology,1.07,Vmax,143.0,442.7,2,I,False,Pro54-1G,212.7,Canadian Association of Rocketry,5f4294d200023100000002c0,regular,526.2,575.0,475I445-16A,2019-04-17,reload,Cesaroni
I160,"20,P",38.0,,484.0,Propulsion Polymers,3.13,,646.0,155.0,1,I,False,,307.7,Canadian Association of Rocketry,5f4294d200023100000000af,OOP,299.0,856.4,484NS-I160,2021-06-13,hybrid,PP
I90,,29.0,,485.2,R.A.T.T. Works,5.39111111111111,,921.0,90.0,1,I,False,,289.3,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000a1,regular,,684.544,I90L,2019-04-17,hybrid,RATT
I287,"6,8,10,12,15",38.0,,486.0,Cesaroni Technology,1.7,Smoky Sam,302.0,286.18,2,I,False,Pro38-4G,330.8,Canadian Association of Rocketry,5f4294d200023100000000c9,regular,344.2,605.0,486I287-15A,2021-06-13,reload,Cesaroni
I59,P,38.0,https://nar.org/SandT/pdf/Aerotech/I59WN.pdf,486.0,AeroTech,7.99,White Lightning/Warp 9,232.0,60.8,2,I,False,RMS-38/480,272.0,National Association of Rocketry,5f4294d200023100000002d0,regular,172.9,487.0,I59WN,2022-07-23,reload,AeroTech
I110,,38.0,,487.8,Loki Research,3.55,Loki White,298.0,136.0,2,I,False,38/480,,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000205,regular,284.0,,I110-LW,2019-04-17,reload,Loki
I210,"5,8,10,14",38.0,https://www.lokiresearch.com/images/Documents/38mm%20Red.pdf,489.76,Loki Research,2.08,Loki Red,292.0,234.62,2,I,False,38/480,240.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000023d,regular,422.75,540.0,I210-LR,2021-07-24,reload,Loki
I218,"4,5,6,7,8,9,10,11,12,13,14",54.0,,491.19,Cesaroni Technology,2.2509,White Thunder,153.0,218.31,2,I,False,Pro54-1G,230.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002da,regular,294.19,580.0,491I218-14A,2019-04-17,reload,Cesaroni
I405,"5,8,10,13,17",38.0,https://www.lokiresearch.com/images/Documents/38mm%20White.pdf,493.2,Loki Research,1.2,Loki White,305.0,405.0,2,I,False,38/480,252.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000d9,regular,787.8,543.0,I405-LW,2021-07-24,reload,Loki
I210,,38.0,,497.0,Contrail Rockets,2.72,,922.0,182.0,2,I,False,38 36 M PVC (550CC),125.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000b8,regular,648.0,870.0,I210-PVC,2019-04-17,hybrid,Contrail
I110,,38.0,,499.7,West Coast Hybrids,4.64,,606.0,108.53,2,I,False,,327.0,Canadian Association of Rocketry,5f4294d200023100000000a2,OOP,162.6,824.0,499I110-P,2021-06-13,hybrid,WCH
I120,"5,6,7,8,9,10,11,12,13,14,15",54.0,,501.8,Cesaroni Technology,4.12,Imax,143.0,122.2,2,I,False,Pro54-1G,263.1,Canadian Association of Rocketry,5f4294d20002310000000312,regular,152.0,623.2,502I120-15A,2019-04-17,reload,Cesaroni
I136,,54.0,,507.0,Hypertek,3.72794117647059,,546.0,136.0,1,I,False,,283.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000a9,OOP,,,300CC098J2-I136,2019-04-17,hybrid,Hypertek
I285,"6,8,10,12,15",38.0,,510.1,Cesaroni Technology,1.91,Classic,302.0,285.0,2,I,False,Pro38-4G,272.4,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000c6,regular,350.6,505.9,512I285-15A,2019-04-17,reload,Cesaroni
I165,"7,8,9,10,11,12,13,14,15,16,17",54.0,,512.2,Cesaroni Technology,3.19,C-Star,69.0,162.6,1,I,False,Pro54-1G,230.1,Canadian Association of Rocketry,5f4294d200023100000003c3,regular,190.5,594.0,518I165-17A,2021-06-13,reload,Cesaroni
I255,"7,9,11,13,16",38.0,,517.3,Cesaroni Technology,2.04,Red Lightning,303.0,253.0,1,I,False,Pro38-4G,273.2,Canadian Association of Rocketry,5f4294d2000231000000021b,regular,313.9,516.0,517I255-16A,2019-04-17,reload,Cesaroni
I222,,54.0,,519.0,Hypertek,2.33783783783784,,546.0,222.0,1,I,False,,275.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000bd,OOP,,,300CC125J2-I222,2019-04-17,hybrid,Hypertek
I147,,38.0,,519.46,Sky Ripper Systems,3.5,,711.0,147.0,2,I,False,38/400,264.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000ab,OOP,497.26,967.0,I147,2019-04-17,hybrid,SkyR
I377,"8,10,12,14,18",38.0,https://www.lokiresearch.com/images/Documents/38mm%20cocktail.pdf,522.0,Loki Research,1.38,Cocktail,292.1,377.0,1,I,False,38/480,250.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000448,regular,659.0,560.0,I377-CT,2021-07-24,reload,Loki
I324,,38.0,,526.46,Gorilla Rocket Motors,1.65,Red Twister,370.0,324.0,1,I,False,38/640,299.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000277,OOP,369.24,688.0,I324RT,2019-04-17,reload,Gorilla
I225,,54.0,,527.5,Hypertek,2.34444444444444,,546.0,225.0,1,I,False,,298.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000be,OOP,,,300CC125JFX-I225FX,2019-04-17,hybrid,Hypertek
I430,"7,9,12,15",38.0,https://www.lokiresearch.com/images/Documents/38mm%20Blue.pdf,532.55,Loki Research,1.21,Loki Blue,292.0,436.96,2,I,False,38/480,240.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000240,regular,639.5,540.0,I430-LB,2021-07-24,reload,Loki
I420,12,38.0,,532.9,Kosdon TRM,1.2,Fast,314.0,437.7,0,I,False,,244.6,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000352,OOP,,,I420F,2019-04-17,reload,Kosdon
I220,9,38.0,,534.4,Kosdon TRM,2.4,Slow,314.0,224.3,0,I,False,,253.7,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000351,OOP,,,I220S,2019-04-17,reload,Kosdon
I303,"7,9,11,13,16",38.0,,537.62,Cesaroni Technology,1.774,Blue Streak,302.0,303.19,2,I,False,Pro38-4G,270.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002e9,regular,415.62,500.0,538I303-16A,2019-04-17,reload,Cesaroni
I366,"4,6,8,10",38.0,,539.0,AeroTech,1.52,Redline,299.0,355.0,2,I,False,RMS-38/600,300.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000d5,regular,507.0,555.5,I366R,2021-09-28,reload,AeroTech
I327,"6,8,10,12,14",38.0,,539.0,AeroTech,1.72,Dark Matter,337.0,327.0,2,I,True,RMS-38/720,354.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000003c6,regular,400.0,628.0,I327DM,2019-04-17,reload,AeroTech
I230,"20,P",38.0,,540.0,Ellis Mountain,3.07,,331.0,230.0,2,I,False,38X387.4 38X416(D),292.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000bf,OOP,359.2,610.0,I230,2019-04-17,reload,Ellis
I250,,54.0,https://nar.org/SandT/pdf/Alpha/I250.pdf,540.0,Alpha Hybrids,2.32,,711.0,231.0,1,I,False,,353.8,National Association of Rocketry,5f4294d200023100000002ab,OOP,375.0,1854.0,I250,2022-07-24,hybrid,Alpha
I470,"6,8,10,12,15",38.0,,540.1,Cesaroni Technology,1.14,White Thunder,303.0,472.18,1,I,False,Pro38-4G,247.2,Canadian Association of Rocketry,5f4294d2000231000000021c,regular,555.21,495.0,540I470-15A,2019-04-17,reload,Cesaroni
I145,,54.0,,541.0,Hypertek,3.73103448275862,,546.0,145.0,1,I,False,,298.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000aa,OOP,,,300CC098JFX-I145FX,2019-04-17,hybrid,Hypertek
I155,,38.0,,541.0,Contrail Rockets,3.5,,719.0,155.0,2,I,False,,110.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000ae,regular,355.0,725.0,I155-HP,2019-04-17,hybrid,Contrail
I297,"6,8,10,12,15",38.0,,542.75,Animal Motor Works,1.8129,Skidmark,360.0,296.72,2,I,True,Pro38-5G,329.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000286,regular,375.93,591.0,543I297-15A,2019-04-17,reload,AMW
I242,"6,8,10,12,15",38.0,,548.2,Cesaroni Technology,2.26435357290376,White,303.0,242.1,2,I,False,Pro38-4G,305.2,Canadian Association of Rocketry,5f4294d200023100000003a1,regular,284.7,549.9,548I242-15A,2019-04-17,reload,Cesaroni
I389,,38.0,,553.15,Gorilla Rocket Motors,1.42,Green Tornado,370.0,389.0,1,I,False,38/640,303.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000276,OOP,454.86,693.0,I389GT,2019-04-17,reload,Gorilla
I301,18,38.0,,554.0,Kosdon by AeroTech,1.84,White Lightning,370.0,302.0,2,I,False,AMW 38-640,310.0,National Association of Rocketry,5f4294d200023100000001db,OOP,433.0,725.5,I301W,2020-01-27,reload,KBA
I240,,38.0,,556.0,Cesaroni Technology,2.0,,302.0,240.0,2,I,False,Pro38-4G,279.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000c0,OOP,279.0,503.552,I240,2019-04-17,reload,Cesaroni
I333,,38.0,,556.0,Contrail Rockets,1.7,,992.0,329.0,2,I,False,,184.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000d0,regular,853.0,929.0,I333-PVC,2019-04-17,hybrid,Contrail
I462,,38.0,,556.73,Gorilla Rocket Motors,1.2,White Cloud,370.0,462.0,0,I,False,38/640,288.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000423,OOP,557.07,678.0,I462WC,2019-04-17,reload,Gorilla
I280,"6,8,10,12,14",38.0,,561.0,AeroTech,1.9,Dark Matter,356.4,280.0,2,I,True,,355.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000003f6,regular,386.0,616.0,HP-I280DM,2019-04-17,SU,AeroTech
I125,"3,5,7,10",38.0,,566.6,Cesaroni Technology,4.41,White,367.0,128.5,2,I,False,Pro38-5G,335.0,Canadian Association of Rocketry,5f4294d200023100000003ec,regular,294.3,647.0,567I125-10A,2019-04-17,reload,Cesaroni
I435,"4,6,8,10",38.0,,568.9,AeroTech,1.1,Blue Thunder,299.0,435.0,3,I,False,RMS-38/600,269.9,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000da,regular,785.6,518.0,I435T,2019-04-17,reload,AeroTech
I364,"4,6,8,10",38.0,,570.13,AeroTech,1.52,Black Max,335.0,373.8,2,I,False,RMS-38/720,396.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001c7,regular,487.3,678.0,I364FJ,2019-04-17,reload,AeroTech
I260,,54.0,,570.4,Hypertek,2.19384615384615,,614.0,260.0,1,I,False,,382.8,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000c2,OOP,,,440CC172J-I260,2019-04-17,hybrid,Hypertek
I315,,38.0,,572.0,Animal Motor Works,1.8,Skidmark,370.0,315.0,2,I,True,AMW 38-640,333.7,National Association of Rocketry,5f4294d200023100000000cf,OOP,,,SK-38-640,2019-04-17,reload,AMW
I307,,38.0,,573.0,Contrail Rockets,1.85,,922.0,308.0,2,I,False,38 36 F HP (460CC),110.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000cc,regular,777.0,810.0,I307-HP,2019-04-17,hybrid,Contrail
