caseInfo,length,totalWeightG,totImpulseNs,availability,type,designation,propWeightG,infoUrl,delays,updatedOn,maxThrustN,manufacturerAbbrev,certOrg,manufacturer,motorId,burnTimeS,propInfo,commonName,avgThrustN,impulseClass,diameter,sparky,dataFiles
AMW 54-2550,728,2960,2729.3,regular,reload,2730L1276-P,1475,,P,2019-04-17,1496.33,AMW,"Tripoli Rocketry Association, Inc.",Animal Motor Works,5f4294d200023100000002d4,2.077,Red Rhino,L1276,1276.2,L,54,False,2
AMW 54-2550,728,2630,2756,OOP,reload,L2300G,1310,,P,2020-01-27,2943,KBA,"Tripoli Rocketry Association, Inc.",Kosdon by AeroTech,5f4294d20002310000000244,1.25,Mojave Green,L2300,2435,L,54,False,2
Pro54-6GXL,649,2247,2765,regular,reload,2765L730-P,1351,,P,2021-06-13,1214.85,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000017c,3.77,Classic,L730,733,L,54,False,2
Pro54-6GXL,649,2236,2771,regular,reload,2771L990-P,1369.4,,P,2019-04-17,1702.7,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000294,2.8,Blue Streak,L990,991,L,54,False,2
Pro54-6GXL,649,2244,2772.2,regular,reload,2772L640-P,1293,,P,2019-04-17,1590,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002cd,4.28,Classic/Dual Thrust,L640,638.4,L,54,False,2
,1031,3898.05,2774.4,regular,hybrid,1685CC172L-L475,1543.3,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d20002310000000170,5.84084210526316,,L475,475,L,75,False,1
Pro54-6GXL,649,2338,2787.9,regular,reload,2788L1030-P,1516,,P,2019-04-17,1223.3,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000022a,2.7,Red Lightning,L1030,1031,L,54,False,1
,1031,3948.22,2788.7,regular,hybrid,1685CC098LFX-L225FX,1688.4,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d2000231000000016a,12.3942222222222,,L225,225,L,75,False,1
Pro54-6GXL,649,2502.5,2833,regular,reload,2833L805-P,1640,,P,2019-04-17,1634,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003d5,3.52,White,L805,804.5,L,54,False,2
54/2800,736,2540,2850.6,regular,reload,L1400-LW,1400,,,2019-04-17,2710.5,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d20002310000000193,2,Loki White,L1400,1400,L,54,False,2
,1031,3954.05,2851.1,regular,hybrid,1685CC125LFX-L355FX,1638.1,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d2000231000000016e,8.0312676056338,,L355,355,L,75,False,1
Pro75-2G,350,2615.8,2856.1,regular,reload,2856L910-P,1270,,,2019-04-17,1086.1,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003db,3.15,C-Star,L910,907.1,L,75,False,2
Pro75-3G,486,3420,2945.6,regular,reload,2946L820-P,1760,,P,2019-04-17,984.8,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003ab,3.59,Skidmark,L820,819.9,L,75,True,2
,381,2670.08,2972.57,OOP,reload,L330,1489.9,,,2021-06-13,484.56,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d2000231000000016c,7.3,,L330,330,L,76,False,2
,1031,3948.22,2994.3,regular,hybrid,1685CC172LFX-L535FX,1615.7,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d20002310000000171,5.59682242990654,,L535,535,L,75,False,1
76/3600,498,3500,3006,regular,reload,L780-SF,1800,,,2019-04-17,995,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d200023100000002ae,3.83,Spitfire,L780,783.3,L,76,True,2
,1031,3903.42,3042.9,regular,hybrid,1685CC125L-L350,1619.8,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d2000231000000016d,8.694,,L350,350,L,75,False,1
RMS-98/2560,302,3210,3042.9,regular,reload,L339N,1796,,P,2019-04-17,445.5,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000024d,8.82,Warp 9,L339,316.5,L,98,False,3
,495,,3093.8,OOP,reload,L585DH,1929.8,,8,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d20002310000000366,5.1,Dirty Harry,L585,608.6,L,76,False,0
,1031,3898.05,3094.7,regular,hybrid,1685CCRGL-L550,1551.6,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d20002310000000173,5.62672727272727,,L550,550,L,75,False,1
,1031,3950.91,3130.9,regular,hybrid,1685CCRGLFX-L610FX,1603.3,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d20002310000000178,5.13262295081967,,L610,610,L,75,False,1
AMW 75-3500,497,3698.7,3136.62,OOP,reload,WT-75-3500,1762.3,http://nar.org/SandT/pdf/Animal/L777.pdf,,2019-04-17,1000.16,AMW,National Association of Rocketry,Animal Motor Works,5f4294d2000231000000017e,4.05,White Wolf,L777,774.47,L,75,False,3
Pro54-6GXL,649,2542,3146.8,regular,reload,3147L935-P,1567,,P,2021-06-13,1585.6,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002f6,3.371,Imax,L935,933.8,L,54,False,2
h 1858 cc,1066,2200,3152,regular,hybrid,L600,2200,,,2019-04-17,2071.7,RATT,"Tripoli Rocketry Association, Inc.",R.A.T.T. Works,5f4294d20002310000000176,7.1,,L600,600,L,64,False,1
,1016,5134,3161.28,OOP,hybrid,3161L600-P,,,,2019-04-17,1646.59,WCH,Canadian Association of Rocketry,West Coast Hybrids,5f4294d20002310000000203,5.33,,L600,598.75,L,75,False,1
76/3600,498,3538,3200,regular,reload,L480-LR,1814,,P,2019-04-17,567,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d200023100000002ef,6.4,Loki Red,L480,500,L,76,False,2
75/3500,497,3378,3251.78,OOP,reload,L789RT,1796,,,2019-04-17,996.28,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d2000231000000027d,4.17,Red Twister,L789,789,L,75,False,1
Pro75-3G,486,3263.7,3300.3,regular,reload,3300L3200-P,1555,,,2019-04-17,3723,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003d8,1.03,Vmax,L3200,3209.4,L,75,False,2
75/3500,497,3502,3372,OOP,reload,L425WC,1750,,P,2019-04-17,756,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000306,7.95,White Cloud,L425,424,L,75,False,1
Pro75-3G,486,3751.8,3419.8,regular,reload,3419L645-P,2072,,,2019-04-17,776.6,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003d9,5.3,Green3,L645,644.8,L,75,False,2
,495,,3429.9,OOP,reload,L630S,1661,,7,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d20002310000000367,5.33,Slow,L630,643.6,L,76,False,0
AMW 75-3500,497,,3450,OOP,reload,RR-75-3500,1771,http://nar.org/SandT/pdf/Animal/L900.pdf,,2019-04-17,,AMW,National Association of Rocketry,Animal Motor Works,5f4294d20002310000000183,3.78,Red Rhino,L900,900,L,75,False,2
AMW 75-3500,497,,3480,OOP,reload,ST-75-3500,1642,,,2019-04-17,1379,AMW,"Tripoli Rocketry Association, Inc.",Animal Motor Works,5f4294d2000231000000018c,3.14,Super Tiger,L1111,1111,L,75,False,2
RMS-75/3840,530,3673.6,3517,regular,reload,L1150R,1902,,P,2021-06-13,1346,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000018f,3.07,Redline,L1150,1150,L,75,False,2
,495,,3567.1,OOP,reload,L1175F,1667,,30,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d20002310000000368,2.97,Fast,L1175,1205.1,L,76,False,0
75/3500,497,3502,3575,OOP,reload,L1150WC,1750,,P,2019-04-17,1757,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000307,3.11,White Cloud,L1150,1149,L,75,False,1
75/3500,498,3632,3580,OOP,reload,L985GT,1875,,,2019-04-17,1201.52,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d2000231000000027c,3.6,Green Tornado,L985,985,L,75,False,1
76/3600,499,3538,3587.18,regular,reload,L930-LW,1905,,,2019-04-17,1136.67,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d20002310000000184,3.79,Loki White,L930,930,L,76,False,2
Pro75-3G,486,3591,3618,regular,reload,3618L995-P,1912.5,,P,2019-04-17,1404.5,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002a2,3.63,Red Lightning,L995,996.5,L,75,False,2
AMW 75-3500,497,3938.8,3622.62,OOP,reload,GG-75-3500,1918.8,http://nar.org/SandT/pdf/Animal/L1060.pdf,,2019-04-17,1298.25,AMW,National Association of Rocketry,Animal Motor Works,5f4294d20002310000000188,3.4,Green Gorilla,L1060,1065.48,L,75,False,3
RMS-75/3840,531,3742,3646.2,regular,reload,L850W,2094.8,,P,2019-04-17,1866.2,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000181,4.42,White Lightning,L850,850,L,75,False,2
Pro75-3G,486,3341,3660,regular,reload,3660L1720-P,1755,,,2019-04-17,1946,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000262,2,White Thunder,L1720,1771,L,75,False,1
75x1524 (3200CC),1371,4989,3682,regular,hybrid,L1222-SM,786,,,2019-04-17,2892,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d20002310000000190,3.1,,L1222,1173,L,75,True,2
Pro75-3G,486,3789,3683.2,regular,reload,3683L851-P,2110,,P,2019-04-17,989.9,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003c1,4.34,White,L851,849.1,L,75,False,2
AMW 75-3500,497,,3700,OOP,reload,BB-75-3500,1717,http://nar.org/SandT/pdf/Animal/L1080.pdf,,2019-04-17,,AMW,National Association of Rocketry,Animal Motor Works,5f4294d20002310000000189,3.37,Blue Baboon,L1080,1080,L,75,False,2
54/2800,736,2962,3707,regular,reload,L1040LR,1684,,P,2019-04-17,1422,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d2000231000000043d,3.57,Loki Red,L1040,1036,L,54,False,2
75/3500,498,3628,3709,OOP,reload,L1112BT,1800,,P,2019-04-17,1297,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000437,3.29,Blue Typhoon,L1112,1127,L,75,False,1
RMS-75/3840,517.9,3651.4,3715.9,regular,reload,L1520T,1854,,P,2019-04-17,1765.25,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000038e,2.36,Blue Thunder,L1520,1567.8,L,75,False,2
Pro75-3G,486,3447.7,3727,regular,reload,3727L1050-P,1774,,,2019-04-17,1208.4,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003de,3.56,Blue Streak,L1050,1046.1,L,75,False,2
Pro75-3G,486,3511,3757,regular,reload,3757L800-P,1795,,,2021-06-13,1286.05,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000017f,4.67,Classic,L800,804,L,75,False,3
75 54 M BG (3200CC),1372,4726,3759,regular,hybrid,L800-BG,3200,,,2019-04-17,1608,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d20002310000000180,4.6,,L800,813,L,75,False,2
,530,4345.67,3762,OOP,reload,3762L890-P,2580,,,2021-06-13,1228.25,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000182,4.22,,L890,890,L,75,False,2
RMS-75/5120,681,4717,3769,regular,reload,L1040DM,2602,,P,2019-04-17,1255,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000003ce,3.79,Dark Matter,L1040,992,L,75,True,2
RMS-75/3840,560.8,3755.7,3784.98,regular,reload,L1256WS,1964,,,2019-12-12,1508.53,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000046a,3.01,Super White Lightning,L1256,1257.07,L,75,False,2
75 52 S SP (3200CC),813,4800,3828.7,regular,hybrid,L369-SP,785,,,2019-04-17,651.93,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d2000231000000016f,10.58,,L369,361.69,L,75,False,2
RMS-75/5120,665,4724,3868,regular,reload,L900DM,2472,,P,2019-04-17,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000003c8,4.4,Dark Matter,L900,900,L,75,True,2
76/3600,497,3538,3881.95,regular,reload,L1482-LB,1839,,,2019-04-17,1812.68,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d2000231000000023b,2.56,Loki Blue,L1482,1511.22,L,76,False,2
,210,5550,3886,regular,SU,L2350,1680,,P,2022-01-22,2585,Estes,National Association of Rocketry,Estes Industries,61ec46faa1cd0a000491cf48,1.82,,L2350,2129,L,152,False,1
DMS,638,4577,3887,regular,SU,L875DM,2472,,P,2019-04-17,1355,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000457,4.44,Dark Matter,L875,875,L,75,True,2
76/3600,498,3748,3889,regular,reload,L840CT,2074,,P,2019-04-17,1170,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d2000231000000043b,4.6,Cocktail,L840,834,L,76,False,2
RMS-75/3840,530,3879,3949,regular,reload,L1390G,1973,,P,2019-04-17,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000258,2.63,Mojave Green,L1390,1390,L,75,False,2
Pro75-4G,621,4962,4025.5,regular,reload,4025L1355-P,3012.4,,,2019-04-17,1792.2,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002be,2.97,Smoky Sam,L1355,1355.7,L,75,False,2
75/6000,787,5363,4209.66,OOP,reload,L1065BL,2693,,,2019-04-17,1931.92,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000282,3.95,Black Lightning,L1065,1065.477,L,75,True,1
RMS-75/5120,665,4990,4232,regular,reload,L1170FJ,2800,,P,2019-04-17,1489,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000002e4,3.7,Black Max,L1170,1141,L,75,False,2
Pro75-3G,486,3570.7,4263.1,regular,reload,4263L1350-P,1905,,,2019-04-17,1672.5,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003dc,3.16,C-Star,L1350,1349.6,L,75,False,2
RMS-75/3840,560,3855.5,4329.2,regular,reload,L1940X,1825,,P,2021-05-25,2318.5,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,60ac748b8dc4640004c24d85,2.23,Propellant X,L1940,1939.3,L,75,False,1
RMS-75/6400,801,5647,4374,regular,reload,L1250DM,2565,,P,2020-08-13,2042,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000003fd,3.7,Dark Matter,L1250,1254,L,75,True,2
,623,,4469.9,OOP,reload,L820S,2222.7,,15,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d2000231000000036a,5.27,Slow,L820,845.2,L,76,False,0
RMS-98/5120,443,4884,4567,regular,reload,L1300R,2632,,P,2019-04-17,1552,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000192,3.51307692307692,Redline,L1300,1300,L,98,False,2
RMS-75/5120,665,4562,4603,regular,reload,L1420R,2560,,P,2019-04-17,1814,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000195,3.24,Redline,L1420,1420,L,75,False,2
,1387,5656,4615.1,regular,hybrid,2800CC172L-L540,2558.7,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d20002310000000172,8.54648148148148,,L540,540,L,75,False,2
RMS-98/5120,443.9,5170,4641.58,regular,reload,L400W,2696,,P,2019-04-17,770.24,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000038d,12.24,White Lightning,L400,379.15,L,98,False,2
RMS-98/5120,427,5012.22,4656,regular,reload,L952W,2749.7,,P,2019-04-17,1021.5,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000185,6.15,White Lightning,L952,952,L,98,False,2
RMS-98/5120,443,4989,4668,regular,reload,L2500ST,2313,,P,2019-04-17,2830,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000444,1.86,Super Thunder,L2500,2504,L,98,False,2
75x1524 (3200CC),1524,5579,4677,regular,hybrid,L2525-GF,1306,,,2019-04-17,4905.8,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d2000231000000016b,1.9,,L2525,2456,L,75,False,3
ABC 75-6000,785,5399,4701.1,regular,reload,4701L1290-P,2705,,,2019-04-17,1587.9,AMW,Canadian Association of Rocketry,Animal Motor Works,5f4294d2000231000000031b,3.64,Skidmark,L1290,1291.4,L,76,True,2
,1387,5706.18,4715.5,regular,hybrid,2800CC172LFX-L570FX,2607.9,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d20002310000000174,8.27280701754386,,L570,570,L,75,False,2
,622,,4730.5,OOP,reload,L1500F,2222.7,,11,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d20002310000000369,3.07,Fast,L1500,1548,L,76,False,0
,1753,5738,4733,regular,hybrid,L1428-SF,1150,,,2019-04-17,3064,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d2000231000000020b,3.1,,L1428,1531,L,76,True,1
AMW 75-6000,785,5204,4744.25,OOP,reload,SK-75-6000,2829.4,,,2019-04-17,1963.34,AMW,National Association of Rocketry,Animal Motor Works,5f4294d200023100000001d9,3.41,Skidmark,L1400,1390.87,L,75,True,2
RMS-75/5120,665,4908,4780,regular,reload,L1365M,2648,,P,2019-04-17,1735,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000003fc,3.5,Metalstorm,L1365,1365,L,75,True,2
54/4000,1113.8,4056,4802,regular,reload,L2050LW,2388,,P,2019-04-17,3331,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d2000231000000043e,2.34,Loki White,L2050,2052,L,54,False,2
Pro98-2G,394,4731,4807.8,regular,reload,4807L3150-P,2386,,,2021-06-13,3670.4,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000022c,1.53,Vmax,L3150,3137.4,L,98,False,1
Pro75-4G,665,5460.67,4815,OOP,reload,4815L1090-P,3440,,,2021-06-13,1702.1,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000018a,4.43,,L1090,1090,L,75,False,2
Pro75-5G,757,5115,4828.3,regular,reload,4828L1410-P,2875,,P,2019-04-17,1669.9,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002ce,3.43,Skidmark,L1410,1409.1,L,75,True,2
,1387,5652.86,4831.4,regular,hybrid,2800CCRGL-L575,2552.8,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d20002310000000175,8.4024347826087,,L575,575,L,75,False,2
Pro98-2G,394,4975,4842,regular,reload,4842L610-P,2415,,,2019-04-17,930,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000001fc,8.13,Classic,L610,613,L,98,False,2
Pro75-4G,621,4161,4864,regular,reload,4864L2375-P,2322,,,2019-04-17,2798,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000263,1.9,White Thunder,L2375,2451,L,75,False,2
Pro75-4G,621,4323,4895.4,regular,reload,4895L1395-P,2364.9,,P,2019-04-17,1779.9,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000295,3.51,Blue Streak,L1395,1395.7,L,75,False,2
Pro75-5G,757,5706,4936.8,regular,reload,4937L395-P,3423,http://www.pro38.com/products/pro75/motor/MotorData.php?prodid=4937L395-P,P,2021-12-10,587.5,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000041e,12.52,Mellow,L395,393.7,L,75,False,2
RMS-75/5120,665,4657.86,4947,OOP,reload,L1120W,2777.8,,,2019-04-17,1794,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000018e,4.43,White Lightning,L1120,1120,L,75,False,2
,1387,5706.18,4950.5,regular,hybrid,2800CCRGLFX-L625FX,2602.1,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d20002310000000179,7.9208,,L625,625,L,75,False,2
,584,4119.81,4995.4,OOP,reload,L600,2472.8,,,2021-06-13,1056,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d20002310000000177,8,,L600,600,L,76,False,2
Pro75-4G,621,4404,5015,regular,reload,5015L1115-P,2394,,,2021-06-13,1713.25,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000018d,4.48,Classic,L1115,1119,L,75,False,3
,1438,,5033,OOP,hybrid,2800CC200MFX-L740FX,2598,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d2000231000000017d,6.80135135135135,,L740,740,L,75,False,1
Pro75-5G,757,6051,5069.3,regular,reload,5069L1685-P,3773.1,,,2019-04-17,2569.9,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002bf,3.01,Smoky Sam,L1685,1685.8,L,75,False,2
RMS-98/5120,443,4659.2,5089.3,regular,reload,L1500T,2490.9,,P,2021-10-27,1752,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000196,3.47,Blue Thunder,L1500,1500,L,98,False,2
,1438,,5098,OOP,hybrid,2800CC300M-L970,2537,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d20002310000000186,5.25567010309278,,L970,970,L,75,False,1
RMS-75/5120,681,4783,5104,regular,reload,L2200G,2518,,P,2019-04-17,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000024b,2.32,Mojave Green,L2200,2200,L,75,False,2
76/6000,785,5368,5122.6,regular,reload,M1200-SF,2968,,,2019-04-17,1550,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d200023100000002ad,4.485,Spitfire,M1200,1241.6,M,76,True,2
,1438,,5126,OOP,hybrid,2800CC300MFX-M960FX,2629,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d2000231000000019d,5.33958333333333,,M960,960,M,75,False,1
,1438,,5143,OOP,hybrid,2800CC200M-M740,2589,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d20002310000000199,6.95,,M740,740,M,75,False,1
75/6000,787,5501,5164.65,OOP,reload,M1355RT,2831,,,2019-04-17,1980.98,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000281,3.82,Red Twister,M1355,1353.56,M,75,False,1
,622,4808,5178.154,regular,SU,M1350W,2690,,P,2019-04-17,1765.489,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000431,3.8166,White Lightning,M1350,1356.725,M,75,False,2
Pro75-4G,621,4938,5197.6,regular,reload,5198M1101-P,2993,,P,2019-04-17,1475,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000041d,4.68,White,M1101,1111.2,M,75,False,2
RMS-75/5120,692,4695,5205,regular,reload,M2225WS,2331,,P,2023-01-09,2418.4,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,63bb66061d26f30004b4b07e,2.32,Super White Lightning,M2225,2239.2,M,75,False,1
RMS-75/5120,681,4896,5220,regular,reload,M1500G,2631,,P,2019-04-17,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000024c,3.46,Mojave Green,M1500,1508.67052023121,M,75,False,2
,781,,5282.7,OOP,reload,M1015DH,3547,,,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d2000231000000036d,5,Dirty Harry,M1015,1059.2,M,76,False,0
AMW 75-7600,1039,7195,5290,OOP,reload,M2900R,4265,,,2019-04-17,2979,KBA,National Association of Rocketry,Kosdon by AeroTech,5f4294d200023100000001e0,2.07,Redline,M2900,2558,M,75,False,1
Pro98-2G,394,4977,5342,regular,reload,5342M1560-P,2452,,,2019-04-17,1805.2,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000317,3.42,White Thunder,M1560,1562,M,98,False,2
54/4000,1108,4331,5363,regular,reload,M1378LR,2600,,P,2019-04-17,2270,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d2000231000000044c,3.88,Loki Red,M1378,1378,M,54,False,1
75/6000,787,5620,5367.96,OOP,reload,M745WC,2950,,,2019-04-17,1424,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000428,7.75,White Cloud,M745,745,M,75,False,1
RMS-75/5120,665,4637,5416.6,regular,reload,M1297W,2722,,P,2019-04-17,2048.98,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001a4,4.17,White Lightning,M1297,1297,M,75,False,2
Pro75-4G,621,4415,5472.2,regular,reload,5472M2250-P,2489,,,2019-04-17,2960.2,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000316,2.41,C-Star,M2250,2267.5,M,75,False,2
76/6000,785,5530,5477,regular,reload,M900-LR,3130,,P,2019-11-22,1060,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d200023100000002f0,6,Loki Red,M900,920,M,76,False,2
75x1753 (3200CC),1524,5579,5482,regular,hybrid,M2281-BF,1306,,,2021-06-13,6040,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d200023100000001b5,2.14,,M2281,2552,M,75,False,1
RMS-75/5120,653,4906,5485,OOP,reload,M2030G-P,2663,,,2019-04-17,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000212,2.6,Mojave Green,M2030,2030,M,75,False,1
RMS-75/5120,699.7,4558.6,5493.35,regular,reload,M2050X-P,2268,,,2021-02-14,2544.2,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000046b,2.7,Propellant X,M2050,2047.6,M,75,False,2
Pro75-4G,621,4844,5506.5,regular,reload,5506M1230-P,2900,,,2021-06-13,1586.6,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002fe,4.48,Imax,M1230,1229.6,M,75,False,2
75mm X1371mm (3200 cc),1371,4900,5507,regular,hybrid,M711-BS,727,,,2021-06-13,1872,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d20002310000000198,7.22,,M711,762.44,M,75,False,2
RMS-98/7680,597,6971,5571,regular,reload,M1075DM,3846,,P,2019-04-17,1330,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000003cd,5.2,Dark Matter,M1075,1070,M,98,True,2
